Jul  5 23:38:16 node7 kernel: imklog 5.8.6, log source = /proc/kmsg started.
Jul  5 23:38:16 node7 rsyslogd: [origin software="rsyslogd" swVersion="5.8.6" x-pid="962" x-info="http://www.rsyslog.com"] start
Jul  5 23:38:16 node7 rsyslogd: rsyslogd's groupid changed to 103
Jul  5 23:38:16 node7 rsyslogd: rsyslogd's userid changed to 101
Jul  5 23:38:16 node7 rsyslogd-2039: Could not open output pipe '/dev/xconsole' [try http://www.rsyslog.com/e/2039 ]
Jul  8 11:54:24 node7 kernel: [    0.391873] pci 0000:00:1c.6: PCI bridge to [bus 07-07]
Jul  8 11:54:24 node7 kernel: [    0.391882] pci 0000:00:1c.7: PCI bridge to [bus 08-08]
Jul  8 11:54:24 node7 kernel: [    0.391886] pci 0000:00:1c.7:   bridge window [mem 0xef200000-0xef2fffff]
Jul  8 11:54:24 node7 kernel: [    0.391892] pci 0000:00:1e.0: PCI bridge to [bus 09-09]
Jul  8 11:54:24 node7 kernel: [    0.391896] pci 0000:00:1e.0:   bridge window [mem 0xef100000-0xef1fffff]
Jul  8 11:54:24 node7 kernel: [    0.391955] pci 0000:00:1e.0: setting latency timer to 64
Jul  8 11:54:24 node7 kernel: [    0.391958] pci_bus 0000:00: resource 4 [io  0x0000-0x03af]
Jul  8 11:54:24 node7 kernel: [    0.391959] pci_bus 0000:00: resource 5 [io  0x03e0-0x0cf7]
Jul  8 11:54:24 node7 kernel: [    0.391960] pci_bus 0000:00: resource 6 [io  0x03b0-0x03df]
Jul  8 11:54:24 node7 kernel: [    0.391961] pci_bus 0000:00: resource 7 [io  0x0d00-0xffff]
Jul  8 11:54:24 node7 kernel: [    0.391962] pci_bus 0000:00: resource 8 [mem 0x000a0000-0x000bffff]
Jul  8 11:54:24 node7 kernel: [    0.391963] pci_bus 0000:00: resource 9 [mem 0x000c0000-0x000dffff]
Jul  8 11:54:24 node7 kernel: [    0.391964] pci_bus 0000:00: resource 10 [mem 0xe0000000-0xefffffff]
Jul  8 11:54:24 node7 kernel: [    0.391966] pci_bus 0000:05: resource 0 [io  0xc000-0xcfff]
Jul  8 11:54:24 node7 kernel: [    0.391967] pci_bus 0000:05: resource 1 [mem 0xee000000-0xef0fffff]
Jul  8 11:54:24 node7 kernel: [    0.391968] pci_bus 0000:05: resource 2 [mem 0xe0000000-0xe9ffffff 64bit pref]
Jul  8 11:54:24 node7 kernel: [    0.391969] pci_bus 0000:02: resource 0 [io  0xd000-0xdfff]
Jul  8 11:54:24 node7 kernel: [    0.391971] pci_bus 0000:02: resource 2 [mem 0xea400000-0xea8fffff 64bit pref]
Jul  8 11:54:24 node7 kernel: [    0.391972] pci_bus 0000:08: resource 1 [mem 0xef200000-0xef2fffff]
Jul  8 11:54:24 node7 kernel: [    0.391973] pci_bus 0000:09: resource 1 [mem 0xef100000-0xef1fffff]
Jul  8 11:54:24 node7 kernel: [    0.391974] pci_bus 0000:09: resource 4 [io  0x0000-0x03af]
Jul  8 11:54:24 node7 kernel: [    0.391975] pci_bus 0000:09: resource 5 [io  0x03e0-0x0cf7]
Jul  8 11:54:24 node7 kernel: [    0.391976] pci_bus 0000:09: resource 6 [io  0x03b0-0x03df]
Jul  8 11:54:24 node7 kernel: [    0.391977] pci_bus 0000:09: resource 7 [io  0x0d00-0xffff]
Jul  8 11:54:24 node7 kernel: [    0.391979] pci_bus 0000:09: resource 8 [mem 0x000a0000-0x000bffff]
Jul  8 11:54:24 node7 kernel: [    0.391980] pci_bus 0000:09: resource 9 [mem 0x000c0000-0x000dffff]
Jul  8 11:54:24 node7 kernel: [    0.391981] pci_bus 0000:09: resource 10 [mem 0xe0000000-0xefffffff]
Jul  8 11:54:24 node7 kernel: [    0.391982] pci_bus 0000:40: resource 4 [io  0x0000-0x03af]
Jul  8 11:54:24 node7 kernel: [    0.391983] pci_bus 0000:40: resource 5 [io  0x03e0-0x0cf7]
Jul  8 11:54:24 node7 kernel: [    0.391984] pci_bus 0000:40: resource 6 [mem 0x000c0000-0x000dffff]
Jul  8 11:54:24 node7 kernel: [    0.391986] pci_bus 0000:7f: resource 4 [io  0x0000-0xffff]
Jul  8 11:54:24 node7 kernel: [    0.391987] pci_bus 0000:7f: resource 5 [mem 0x00000000-0x3fffffffffff]
Jul  8 11:54:24 node7 kernel: [    0.392005] NET: Registered protocol family 2
Jul  8 11:54:24 node7 kernel: [    0.392079] IP route cache hash table entries: 131072 (order: 8, 1048576 bytes)
Jul  8 11:54:24 node7 kernel: [    0.392487] TCP established hash table entries: 524288 (order: 11, 8388608 bytes)
Jul  8 11:54:24 node7 kernel: [    0.393435] TCP bind hash table entries: 65536 (order: 8, 1048576 bytes)
Jul  8 11:54:24 node7 kernel: [    0.393555] TCP: Hash tables configured (established 524288 bind 65536)
Jul  8 11:54:24 node7 kernel: [    0.393556] TCP: reno registered
Jul  8 11:54:24 node7 kernel: [    0.393562] UDP hash table entries: 2048 (order: 4, 65536 bytes)
Jul  8 11:54:24 node7 kernel: [    0.393575] UDP-Lite hash table entries: 2048 (order: 4, 65536 bytes)
Jul  8 11:54:24 node7 kernel: [    0.393624] NET: Registered protocol family 1
Jul  8 11:54:24 node7 kernel: [    0.433335] pci 0000:05:00.0: Boot video device
Jul  8 11:54:24 node7 kernel: [    0.433561] PCI: CLS 64 bytes, default 64
Jul  8 11:54:24 node7 kernel: [    0.433562] PCI-DMA: Using software bounce buffering for IO (SWIOTLB)
Jul  8 11:54:24 node7 kernel: [    0.433564] software IO TLB [mem 0xc4ed1000-0xc8ed0fff] (64MB) mapped at [ffff8800c4ed1000-ffff8800c8ed0fff]
Jul  8 11:54:24 node7 kernel: [    0.434004] audit: initializing netlink socket (disabled)
Jul  8 11:54:24 node7 kernel: [    0.434016] type=2000 audit(1373259257.324:1): initialized
Jul  8 11:54:24 node7 kernel: [    0.449037] HugeTLB registered 2 MB page size, pre-allocated 0 pages
Jul  8 11:54:24 node7 kernel: [    0.449996] VFS: Disk quotas dquot_6.5.2
Jul  8 11:54:24 node7 kernel: [    0.450020] Dquot-cache hash table entries: 512 (order 0, 4096 bytes)
Jul  8 11:54:24 node7 kernel: [    0.450274] fuse init (API version 7.19)
Jul  8 11:54:24 node7 kernel: [    0.450315] msgmni has been set to 7698
Jul  8 11:54:24 node7 kernel: [    0.450516] Block layer SCSI generic (bsg) driver version 0.4 loaded (major 252)
Jul  8 11:54:24 node7 kernel: [    0.450532] io scheduler noop registered
Jul  8 11:54:24 node7 kernel: [    0.450534] io scheduler deadline registered (default)
Jul  8 11:54:24 node7 kernel: [    0.450547] io scheduler cfq registered
Jul  8 11:54:24 node7 kernel: [    0.450969] ioapic: probe of 0000:00:05.4 failed with error -22
Jul  8 11:54:24 node7 kernel: [    0.450975] pci_hotplug: PCI Hot Plug PCI Core version: 0.5
Jul  8 11:54:24 node7 kernel: [    0.450985] pciehp: PCI Express Hot Plug Controller Driver version: 0.4
Jul  8 11:54:24 node7 kernel: [    0.451040] efifb: probing for efifb
Jul  8 11:54:24 node7 kernel: [    0.451208] efifb: framebuffer at 0xe9000000, mapped to 0xffffc90012280000, using 1920k, total 1920k
Jul  8 11:54:24 node7 kernel: [    0.451209] efifb: mode is 800x600x32, linelength=3200, pages=1
Jul  8 11:54:24 node7 kernel: [    0.451210] efifb: scrolling: redraw
Jul  8 11:54:24 node7 kernel: [    0.451211] efifb: Truecolor: size=8:8:8:8, shift=24:16:8:0
Jul  8 11:54:24 node7 kernel: [    0.451259] Console: switching to colour frame buffer device 100x37
Jul  8 11:54:24 node7 kernel: [    0.451268] fb0: EFI VGA frame buffer device
Jul  8 11:54:24 node7 kernel: [    0.451271] intel_idle: MWAIT substates: 0x21120
Jul  8 11:54:24 node7 kernel: [    0.451272] intel_idle: v0.4 model 0x2D
Jul  8 11:54:24 node7 kernel: [    0.451273] intel_idle: lapic_timer_reliable_states 0xffffffff
Jul  8 11:54:24 node7 kernel: [    0.451328] input: Power Button as /devices/LNXSYSTM:00/device:00/PNP0C0C:00/input/input0
Jul  8 11:54:24 node7 kernel: [    0.451331] ACPI: Power Button [PWRB]
Jul  8 11:54:24 node7 kernel: [    0.451353] input: Power Button as /devices/LNXSYSTM:00/LNXPWRBN:00/input/input1
Jul  8 11:54:24 node7 kernel: [    0.451354] ACPI: Power Button [PWRF]
Jul  8 11:54:24 node7 kernel: [    0.451399] ACPI: Requesting acpi_cpufreq
Jul  8 11:54:24 node7 kernel: [    0.454638] Freeing initrd memory: 15184k freed
Jul  8 11:54:24 node7 kernel: [    0.467991] GHES: HEST is not enabled!
Jul  8 11:54:24 node7 kernel: [    0.468049] Serial: 8250/16550 driver, 32 ports, IRQ sharing enabled
Jul  8 11:54:24 node7 kernel: [    0.468664] serial 0000:00:16.3: enabling device (0000 -> 0003)
Jul  8 11:54:24 node7 kernel: [    0.468694] serial8250: skipping TxEn test for device [8086:1d3d] subsystem [103c:1589]
Jul  8 11:54:24 node7 kernel: [    0.488890] 0000:00:16.3: ttyS4 at I/O 0xe060 (irq = 17) is a 16550A
Jul  8 11:54:24 node7 kernel: [    0.489032] Linux agpgart interface v0.103
Jul  8 11:54:24 node7 kernel: [    0.489761] brd: module loaded
Jul  8 11:54:24 node7 kernel: [    0.490117] loop: module loaded
Jul  8 11:54:24 node7 kernel: [    0.490178] ahci 0000:00:1f.2: version 3.0
Jul  8 11:54:24 node7 kernel: [    0.490219] ahci 0000:00:1f.2: irq 64 for MSI/MSI-X
Jul  8 11:54:24 node7 kernel: [    0.505302] ahci 0000:00:1f.2: AHCI 0001.0300 32 slots 6 ports 6 Gbps 0x5 impl RAID mode
Jul  8 11:54:24 node7 kernel: [    0.505304] ahci 0000:00:1f.2: flags: 64bit ncq sntf pm led clo pio slum part ems sxs apst 
Jul  8 11:54:24 node7 kernel: [    0.505307] ahci 0000:00:1f.2: setting latency timer to 64
Jul  8 11:54:24 node7 kernel: [    0.513514] scsi0 : ahci
Jul  8 11:54:24 node7 kernel: [    0.513554] scsi1 : ahci
Jul  8 11:54:24 node7 kernel: [    0.513586] scsi2 : ahci
Jul  8 11:54:24 node7 kernel: [    0.513618] scsi3 : ahci
Jul  8 11:54:24 node7 kernel: [    0.513650] scsi4 : ahci
Jul  8 11:54:24 node7 kernel: [    0.513681] scsi5 : ahci
Jul  8 11:54:24 node7 kernel: [    0.513748] ata1: SATA max UDMA/133 abar m2048@0xef329000 port 0xef329100 irq 64
Jul  8 11:54:24 node7 kernel: [    0.513749] ata2: DUMMY
Jul  8 11:54:24 node7 kernel: [    0.513751] ata3: SATA max UDMA/133 abar m2048@0xef329000 port 0xef329200 irq 64
Jul  8 11:54:24 node7 kernel: [    0.513751] ata4: DUMMY
Jul  8 11:54:24 node7 kernel: [    0.513752] ata5: DUMMY
Jul  8 11:54:24 node7 kernel: [    0.513753] ata6: DUMMY
Jul  8 11:54:24 node7 kernel: [    0.513819] pata_acpi 0000:00:16.2: setting latency timer to 64
Jul  8 11:54:24 node7 kernel: [    0.513862] ata_generic 0000:00:16.2: setting latency timer to 64
Jul  8 11:54:24 node7 kernel: [    0.513998] scsi6 : ata_generic
Jul  8 11:54:24 node7 kernel: [    0.514030] scsi7 : ata_generic
Jul  8 11:54:24 node7 kernel: [    0.514051] ata7: PATA max UDMA/100 cmd 0xe0b0 ctl 0xe0a0 bmdma 0xe070 irq 18
Jul  8 11:54:24 node7 kernel: [    0.514052] ata8: PATA max UDMA/100 cmd 0xe090 ctl 0xe080 bmdma 0xe078 irq 18
Jul  8 11:54:24 node7 kernel: [    0.514195] Fixed MDIO Bus: probed
Jul  8 11:54:24 node7 kernel: [    0.514215] tun: Universal TUN/TAP device driver, 1.6
Jul  8 11:54:24 node7 kernel: [    0.514216] tun: (C) 1999-2004 Max Krasnyansky <maxk@qualcomm.com>
Jul  8 11:54:24 node7 kernel: [    0.514240] PPP generic driver version 2.4.2
Jul  8 11:54:24 node7 kernel: [    0.514264] ehci_hcd: USB 2.0 'Enhanced' Host Controller (EHCI) Driver
Jul  8 11:54:24 node7 kernel: [    0.514284] ehci_hcd 0000:00:1a.0: setting latency timer to 64
Jul  8 11:54:24 node7 kernel: [    0.514287] ehci_hcd 0000:00:1a.0: EHCI Host Controller
Jul  8 11:54:24 node7 kernel: [    0.514290] ehci_hcd 0000:00:1a.0: new USB bus registered, assigned bus number 1
Jul  8 11:54:24 node7 kernel: [    0.514309] ehci_hcd 0000:00:1a.0: debug port 2
Jul  8 11:54:24 node7 kernel: [    0.518197] ehci_hcd 0000:00:1a.0: cache line size of 64 is not supported
Jul  8 11:54:24 node7 kernel: [    0.518207] ehci_hcd 0000:00:1a.0: irq 16, io mem 0xef32c000
Jul  8 11:54:24 node7 kernel: [    0.529264] ehci_hcd 0000:00:1a.0: USB 2.0 started, EHCI 1.00
Jul  8 11:54:24 node7 kernel: [    0.529296] usb usb1: New USB device found, idVendor=1d6b, idProduct=0002
Jul  8 11:54:24 node7 kernel: [    0.529297] usb usb1: New USB device strings: Mfr=3, Product=2, SerialNumber=1
Jul  8 11:54:24 node7 kernel: [    0.529299] usb usb1: Product: EHCI Host Controller
Jul  8 11:54:24 node7 kernel: [    0.529300] usb usb1: Manufacturer: Linux 3.5.0-23-generic ehci_hcd
Jul  8 11:54:24 node7 kernel: [    0.529301] usb usb1: SerialNumber: 0000:00:1a.0
Jul  8 11:54:24 node7 kernel: [    0.529358] hub 1-0:1.0: USB hub found
Jul  8 11:54:24 node7 kernel: [    0.529361] hub 1-0:1.0: 2 ports detected
Jul  8 11:54:24 node7 kernel: [    0.529418] ehci_hcd 0000:00:1d.0: setting latency timer to 64
Jul  8 11:54:24 node7 kernel: [    0.529420] ehci_hcd 0000:00:1d.0: EHCI Host Controller
Jul  8 11:54:24 node7 kernel: [    0.529423] ehci_hcd 0000:00:1d.0: new USB bus registered, assigned bus number 2
Jul  8 11:54:24 node7 kernel: [    0.529438] ehci_hcd 0000:00:1d.0: debug port 2
Jul  8 11:54:24 node7 kernel: [    0.533324] ehci_hcd 0000:00:1d.0: cache line size of 64 is not supported
Jul  8 11:54:24 node7 kernel: [    0.533335] ehci_hcd 0000:00:1d.0: irq 23, io mem 0xef32b000
Jul  8 11:54:24 node7 kernel: [    0.545260] ehci_hcd 0000:00:1d.0: USB 2.0 started, EHCI 1.00
Jul  8 11:54:24 node7 kernel: [    0.545284] usb usb2: New USB device found, idVendor=1d6b, idProduct=0002
Jul  8 11:54:24 node7 kernel: [    0.545285] usb usb2: New USB device strings: Mfr=3, Product=2, SerialNumber=1
Jul  8 11:54:24 node7 kernel: [    0.545286] usb usb2: Product: EHCI Host Controller
Jul  8 11:54:24 node7 kernel: [    0.545287] usb usb2: Manufacturer: Linux 3.5.0-23-generic ehci_hcd
Jul  8 11:54:24 node7 kernel: [    0.545288] usb usb2: SerialNumber: 0000:00:1d.0
Jul  8 11:54:24 node7 kernel: [    0.545340] hub 2-0:1.0: USB hub found
Jul  8 11:54:24 node7 kernel: [    0.545342] hub 2-0:1.0: 2 ports detected
Jul  8 11:54:24 node7 kernel: [    0.545381] ohci_hcd: USB 1.1 'Open' Host Controller (OHCI) Driver
Jul  8 11:54:24 node7 kernel: [    0.545392] uhci_hcd: USB Universal Host Controller Interface driver
Jul  8 11:54:24 node7 kernel: [    0.545425] xhci_hcd 0000:08:00.0: xHCI Host Controller
Jul  8 11:54:24 node7 kernel: [    0.545428] xhci_hcd 0000:08:00.0: new USB bus registered, assigned bus number 3
Jul  8 11:54:24 node7 kernel: [    0.545586] xhci_hcd 0000:08:00.0: irq 19, io mem 0xef200000
Jul  8 11:54:24 node7 kernel: [    0.545648] xhci_hcd 0000:08:00.0: irq 65 for MSI/MSI-X
Jul  8 11:54:24 node7 kernel: [    0.545652] xhci_hcd 0000:08:00.0: irq 66 for MSI/MSI-X
Jul  8 11:54:24 node7 kernel: [    0.545657] xhci_hcd 0000:08:00.0: irq 67 for MSI/MSI-X
Jul  8 11:54:24 node7 kernel: [    0.545660] xhci_hcd 0000:08:00.0: irq 68 for MSI/MSI-X
Jul  8 11:54:24 node7 kernel: [    0.545664] xhci_hcd 0000:08:00.0: irq 69 for MSI/MSI-X
Jul  8 11:54:24 node7 kernel: [    0.545668] xhci_hcd 0000:08:00.0: irq 70 for MSI/MSI-X
Jul  8 11:54:24 node7 kernel: [    0.545671] xhci_hcd 0000:08:00.0: irq 71 for MSI/MSI-X
Jul  8 11:54:24 node7 kernel: [    0.545674] xhci_hcd 0000:08:00.0: irq 72 for MSI/MSI-X
Jul  8 11:54:24 node7 kernel: [    0.545758] usb usb3: New USB device found, idVendor=1d6b, idProduct=0002
Jul  8 11:54:24 node7 kernel: [    0.545759] usb usb3: New USB device strings: Mfr=3, Product=2, SerialNumber=1
Jul  8 11:54:24 node7 kernel: [    0.545760] usb usb3: Product: xHCI Host Controller
Jul  8 11:54:24 node7 kernel: [    0.545761] usb usb3: Manufacturer: Linux 3.5.0-23-generic xhci_hcd
Jul  8 11:54:24 node7 kernel: [    0.545762] usb usb3: SerialNumber: 0000:08:00.0
Jul  8 11:54:24 node7 kernel: [    0.545797] xHCI xhci_add_endpoint called for root hub
Jul  8 11:54:24 node7 kernel: [    0.545799] xHCI xhci_check_bandwidth called for root hub
Jul  8 11:54:24 node7 kernel: [    0.545810] hub 3-0:1.0: USB hub found
Jul  8 11:54:24 node7 kernel: [    0.545817] hub 3-0:1.0: 4 ports detected
Jul  8 11:54:24 node7 kernel: [    0.545864] xhci_hcd 0000:08:00.0: xHCI Host Controller
Jul  8 11:54:24 node7 kernel: [    0.545866] xhci_hcd 0000:08:00.0: new USB bus registered, assigned bus number 4
Jul  8 11:54:24 node7 kernel: [    0.545883] usb usb4: New USB device found, idVendor=1d6b, idProduct=0003
Jul  8 11:54:24 node7 kernel: [    0.545884] usb usb4: New USB device strings: Mfr=3, Product=2, SerialNumber=1
Jul  8 11:54:24 node7 kernel: [    0.545885] usb usb4: Product: xHCI Host Controller
Jul  8 11:54:24 node7 kernel: [    0.545886] usb usb4: Manufacturer: Linux 3.5.0-23-generic xhci_hcd
Jul  8 11:54:24 node7 kernel: [    0.545887] usb usb4: SerialNumber: 0000:08:00.0
Jul  8 11:54:24 node7 kernel: [    0.545918] xHCI xhci_add_endpoint called for root hub
Jul  8 11:54:24 node7 kernel: [    0.545919] xHCI xhci_check_bandwidth called for root hub
Jul  8 11:54:24 node7 kernel: [    0.545930] hub 4-0:1.0: USB hub found
Jul  8 11:54:24 node7 kernel: [    0.545937] hub 4-0:1.0: 4 ports detected
Jul  8 11:54:24 node7 kernel: [    0.546019] usbcore: registered new interface driver libusual
Jul  8 11:54:24 node7 kernel: [    0.546041] i8042: PNP: PS/2 Controller [PNP0303:PS2K,PNP0f03:PS2M] at 0x60,0x64 irq 1,12
Jul  8 11:54:24 node7 kernel: [    0.548465] serio: i8042 KBD port at 0x60,0x64 irq 1
Jul  8 11:54:24 node7 kernel: [    0.548468] serio: i8042 AUX port at 0x60,0x64 irq 12
Jul  8 11:54:24 node7 kernel: [    0.548513] mousedev: PS/2 mouse device common for all mice
Jul  8 11:54:24 node7 kernel: [    0.548591] rtc_cmos 00:06: RTC can wake from S4
Jul  8 11:54:24 node7 kernel: [    0.548689] rtc_cmos 00:06: rtc core: registered rtc_cmos as rtc0
Jul  8 11:54:24 node7 kernel: [    0.548712] rtc0: alarms up to one month, y3k, 114 bytes nvram, hpet irqs
Jul  8 11:54:24 node7 kernel: [    0.548750] device-mapper: uevent: version 1.0.3
Jul  8 11:54:24 node7 kernel: [    0.548785] device-mapper: ioctl: 4.22.0-ioctl (2011-10-19) initialised: dm-devel@redhat.com
Jul  8 11:54:24 node7 kernel: [    0.548866] cpuidle: using governor ladder
Jul  8 11:54:24 node7 kernel: [    0.548974] cpuidle: using governor menu
Jul  8 11:54:24 node7 kernel: [    0.548975] EFI Variables Facility v0.08 2004-May-17
Jul  8 11:54:24 node7 kernel: [    0.555454] ashmem: initialized
Jul  8 11:54:24 node7 kernel: [    0.555522] TCP: cubic registered
Jul  8 11:54:24 node7 kernel: [    0.555572] NET: Registered protocol family 10
Jul  8 11:54:24 node7 kernel: [    0.555679] NET: Registered protocol family 17
Jul  8 11:54:24 node7 kernel: [    0.555686] Key type dns_resolver registered
Jul  8 11:54:24 node7 kernel: [    0.555767] PM: Hibernation image not present or could not be loaded.
Jul  8 11:54:24 node7 kernel: [    0.555776] registered taskstats version 1
Jul  8 11:54:24 node7 kernel: [    0.557077] Key type trusted registered
Jul  8 11:54:24 node7 kernel: [    0.558251] Key type encrypted registered
Jul  8 11:54:24 node7 kernel: [    0.560014]   Magic number: 5:917:918
Jul  8 11:54:24 node7 kernel: [    0.560112] rtc_cmos 00:06: setting system clock to 2013-07-08 04:54:17 UTC (1373259257)
Jul  8 11:54:24 node7 kernel: [    0.560939] BIOS EDD facility v0.16 2004-Jun-25, 0 devices found
Jul  8 11:54:24 node7 kernel: [    0.560940] EDD information not available.
Jul  8 11:54:24 node7 kernel: [    0.833139] ata1: SATA link up 6.0 Gbps (SStatus 133 SControl 300)
Jul  8 11:54:24 node7 kernel: [    0.833157] ata3: SATA link up 1.5 Gbps (SStatus 113 SControl 300)
Jul  8 11:54:24 node7 kernel: [    0.834127] ata1.00: ATA-8: ST500DM002-1BD142, HP73, max UDMA/100
Jul  8 11:54:24 node7 kernel: [    0.834129] ata1.00: 976773168 sectors, multi 16: LBA48 NCQ (depth 31/32)
Jul  8 11:54:24 node7 kernel: [    0.835404] ata1.00: configured for UDMA/100
Jul  8 11:54:24 node7 kernel: [    0.835486] scsi 0:0:0:0: Direct-Access     ATA      ST500DM002-1BD14 HP73 PQ: 0 ANSI: 5
Jul  8 11:54:24 node7 kernel: [    0.835553] ata3.00: ATAPI: hp      DVD A  DH16ACSHR, JHG7, max UDMA/100
Jul  8 11:54:24 node7 kernel: [    0.835603] sd 0:0:0:0: Attached scsi generic sg0 type 0
Jul  8 11:54:24 node7 kernel: [    0.835634] sd 0:0:0:0: [sda] 976773168 512-byte logical blocks: (500 GB/465 GiB)
Jul  8 11:54:24 node7 kernel: [    0.835635] sd 0:0:0:0: [sda] 4096-byte physical blocks
Jul  8 11:54:24 node7 kernel: [    0.835787] sd 0:0:0:0: [sda] Write Protect is off
Jul  8 11:54:24 node7 kernel: [    0.835794] sd 0:0:0:0: [sda] Mode Sense: 00 3a 00 00
Jul  8 11:54:24 node7 kernel: [    0.835898] sd 0:0:0:0: [sda] Write cache: enabled, read cache: enabled, doesn't support DPO or FUA
Jul  8 11:54:24 node7 kernel: [    0.836501] ata3.00: configured for UDMA/100
Jul  8 11:54:24 node7 kernel: [    0.841127] usb 1-1: new high-speed USB device number 2 using ehci_hcd
Jul  8 11:54:24 node7 kernel: [    0.872367]  sda: sda1 sda2 sda3
Jul  8 11:54:24 node7 kernel: [    0.873166] sd 0:0:0:0: [sda] Attached SCSI disk
Jul  8 11:54:24 node7 kernel: [    0.876523] scsi 2:0:0:0: CD-ROM            hp       DVD A  DH16ACSHR JHG7 PQ: 0 ANSI: 5
Jul  8 11:54:24 node7 kernel: [    0.880306] sr0: scsi3-mmc drive: 40x/40x writer dvd-ram cd/rw xa/form2 cdda tray
Jul  8 11:54:24 node7 kernel: [    0.880311] cdrom: Uniform CD-ROM driver Revision: 3.20
Jul  8 11:54:24 node7 kernel: [    0.880409] sr 2:0:0:0: Attached scsi CD-ROM sr0
Jul  8 11:54:24 node7 kernel: [    0.880482] sr 2:0:0:0: Attached scsi generic sg1 type 5
Jul  8 11:54:24 node7 kernel: [    0.973459] usb 1-1: New USB device found, idVendor=8087, idProduct=0024
Jul  8 11:54:24 node7 kernel: [    0.973461] usb 1-1: New USB device strings: Mfr=0, Product=0, SerialNumber=0
Jul  8 11:54:24 node7 kernel: [    0.973715] hub 1-1:1.0: USB hub found
Jul  8 11:54:24 node7 kernel: [    0.973821] hub 1-1:1.0: 6 ports detected
Jul  8 11:54:24 node7 kernel: [    1.044792] Freeing unused kernel memory: 948k freed
Jul  8 11:54:24 node7 kernel: [    1.044888] Write protecting the kernel read-only data: 12288k
Jul  8 11:54:24 node7 kernel: [    1.047261] Freeing unused kernel memory: 1352k freed
Jul  8 11:54:24 node7 kernel: [    1.049167] Freeing unused kernel memory: 1048k freed
Jul  8 11:54:24 node7 kernel: [    1.076029] e1000e: Intel(R) PRO/1000 Network Driver - 2.0.0-k
Jul  8 11:54:24 node7 kernel: [    1.076031] e1000e: Copyright(c) 1999 - 2012 Intel Corporation.
Jul  8 11:54:24 node7 kernel: [    1.076072] e1000e 0000:00:19.0: setting latency timer to 64
Jul  8 11:54:24 node7 kernel: [    1.076134] e1000e 0000:00:19.0: Interrupt Throttling Rate (ints/sec) set to dynamic conservative mode
Jul  8 11:54:24 node7 kernel: [    1.076168] e1000e 0000:00:19.0: irq 73 for MSI/MSI-X
Jul  8 11:54:24 node7 kernel: [    1.076818] isci: Intel(R) C600 SAS Controller Driver - version 1.1.0
Jul  8 11:54:24 node7 kernel: [    1.076831] isci 0000:02:00.0: driver configured for rev: 5 silicon
Jul  8 11:54:24 node7 kernel: [    1.076910] isci 0000:02:00.0: Unable to obtain EFI var data for OEM parms
Jul  8 11:54:24 node7 kernel: [    1.076913] isci 0000:02:00.0: OEM parameter table found in OROM
Jul  8 11:54:24 node7 kernel: [    1.076915] isci 0000:02:00.0: OEM SAS parameters (version: 1.1) loaded (platform)
Jul  8 11:54:24 node7 kernel: [    1.077518] isci 0000:02:00.0: SCU controller 0: phy 3-0 cables: {short, short, short, short}
